date,r_fighter,b_fighter,winner,weight_class
03/09/2024,Joanne Wood,Maryna Moroz,Red,Women's Flyweight
03/02/2024,Shamil Gaziev,Jairzinho Rozenstruik,Blue,Heavyweight
03/02/2024,Vitor Petrino,Tyson Pedro,Red,Light Heavyweight
03/02/2024,Alex Perez,Muhammad Mokaev,Blue,Flyweight
03/02/2024,Bekzat Almakhan,Umar Nurmagomedov,Blue,Bantamweight
03/02/2024,Matt Schnell,Steve Erceg,Blue,Flyweight
03/02/2024,Eryk Anders,Jamie Pickett,Red,Middleweight
03/02/2024,Benardo Sopaj,Vinicius Oliveira,Blue,Bantamweight
03/02/2024,Aiemann Zahabi,Javid Basharat,Red,Bantamweight
03/02/2024,Christian Leroy Duncan,Claudio Ribeiro,Red,Middleweight
03/02/2024,Ludovit Klein,AJ Cunningham,Red,Lightweight
03/02/2024,Abdul-Kareem Al-Selwady,Loik Radzhabov,Blue,Lightweight
02/24/2024,Brandon Royval,Brandon Moreno,Red,Flyweight
02/24/2024,Brian Ortega,Yair Rodriguez,Red,Featherweight
02/24/2024,Daniel Zellhuber,Francisco Prado,Red,Lightweight
02/24/2024,Yazmin Jauregui,Sam Hughes,Red,Women's Strawweight
02/24/2024,Manuel Torres,Chris Duncan,Red,Lightweight
02/24/2024,Cristian Quinonez,Raoni Barcelos,Blue,Bantamweight
02/24/2024,Jesus Aguilar,Mateus Mendonca,Red,Flyweight
02/24/2024,Daniel Lacerda,Edgar Chairez,Blue,Flyweight
02/24/2024,Fares Ziam,Claudio Puelles,Red,Lightweight
02/24/2024,Ronaldo Rodriguez,Denys Bondar,Red,Flyweight
02/24/2024,Felipe dos Santos,Victor Altamirano,Red,Flyweight
02/24/2024,Muhammad Naimov,Erik Silva,Red,Featherweight
02/17/2024,Alexander Volkanovski,Ilia Topuria,Blue,UFC Featherweight Title
02/17/2024,Robert Whittaker,Paulo Costa,Red,Middleweight
02/17/2024,Ian Machado Garry,Geoff Neal,Red,Welterweight
02/17/2024,Henry Cejudo,Merab Dvalishvili,Blue,Bantamweight
02/17/2024,Roman Kopylov,Anthony Hernandez,Blue,Middleweight
02/17/2024,Amanda Lemos,Mackenzie Dern,Red,Women's Strawweight
02/17/2024,Marcos Rogerio de Lima,Junior Tafa,Red,Heavyweight
02/17/2024,Rinya Nakamura,Carlos Vera,Red,Bantamweight
02/17/2024,Zhang Mingyang,Brendson Ribeiro,Red,Light Heavyweight
02/17/2024,Danny Barlow,Josh Quinlan,Red,Welterweight
02/17/2024,Oban Elliott,Val Woodburn,Red,Welterweight
02/17/2024,Miranda Maverick,Andrea Lee,Red,Women's Flyweight
02/10/2024,Joe Pyfer,Jack Hermansson,Blue,Middleweight
02/10/2024,Andre Fili,Dan Ige,Blue,Featherweight
02/10/2024,Ihor Potieria,Robert Bryczek,Red,Middleweight
02/10/2024,Gregory Rodrigues,Brad Tavares,Red,Middleweight
02/10/2024,Michael Johnson,Darrius Flowers,Red,Lightweight
02/10/2024,Armen Petrosyan,Rodolfo Vieira,Blue,Middleweight
02/10/2024,Trevin Giles,Carlos Prates,Blue,Welterweight
02/10/2024,Timmy Cuamba,Bolaji Oki,Blue,Lightweight
02/10/2024,Loma Lookboonmee,Bruna Brasil,Red,Women's Strawweight
02/10/2024,Marcin Prachnio,Devin Clark,Red,Light Heavyweight
02/10/2024,Max Griffin,Jeremiah Wells,Red,Welterweight
02/10/2024,Bogdan Guskov,Zac Pauga,Red,Light Heavyweight
02/10/2024,Hyder Amil,Fernie Garcia,Red,Featherweight
02/03/2024,Roman Dolidze,Nassourdine Imavov,Blue,Middleweight
02/03/2024,Renato Moicano,Drew Dober,Red,Lightweight
02/03/2024,Randy Brown,Muslim Salikhov,Red,Welterweight
02/03/2024,Viviane Araujo,Natalia Silva,Blue,Women's Flyweight
02/03/2024,Gilbert Urbina,Charles Radtke,Blue,Welterweight
02/03/2024,Diana Belbita,Molly McCann,Blue,Women's Strawweight
02/03/2024,Azat Maksum,Charles Johnson,Blue,Flyweight
02/03/2024,Pete Rodriguez,Themba Gorimbo,Blue,Welterweight
02/03/2024,Blake Bilder,JeongYeong Lee,Blue,Featherweight
02/03/2024,Julija Stoliarenko,Luana Carolina,Blue,Women's Flyweight
02/03/2024,MarQuel Mederos,Landon Quinones,Red,Lightweight
02/03/2024,Thomas Petersen,Jamal Pogues,Blue,Heavyweight
01/20/2024,Dricus Du Plessis,Sean Strickland,Red,UFC Middleweight Title
01/20/2024,Mayra Bueno Silva,Raquel Pennington,Blue,UFC Women's Bantamweight Title
01/20/2024,Neil Magny,Mike Malott,Red,Welterweight
01/20/2024,Chris Curtis,Marc-Andre Barriault,Red,Middleweight
01/20/2024,Movsar Evloev,Arnold Allen,Red,Featherweight
01/20/2024,Brad Katona,Garrett Armfield,Blue,Bantamweight
01/20/2024,Sean Woodson,Charles Jourdain,Red,Featherweight
01/20/2024,Serhiy Sidey,Ramon Taveras,Blue,Bantamweight
01/20/2024,Polyana Viana,Gillian Robertson,Blue,Women's Strawweight
01/20/2024,Yohan Lainesse,Sam Patterson,Blue,Welterweight
01/20/2024,Jasmine Jasudavicius,Priscila Cachoeira,Red,Women's Bantamweight
01/20/2024,Malcolm Gordon,Jimmy Flick,Blue,Flyweight
01/13/2024,Magomed Ankalaev,Johnny Walker,Red,Light Heavyweight
01/13/2024,Jim Miller,Gabriel Benitez,Red,Lightweight
01/13/2024,Mario Bautista,Ricky Simon,Red,Bantamweight
01/13/2024,Phil Hawes,Brunno Ferreira,Blue,Middleweight
01/13/2024,Andrei Arlovski,Waldo Cortes-Acosta,Blue,Heavyweight
01/13/2024,Matthew Semelsberger,Preston Parsons,Blue,Welterweight
01/13/2024,Marcus McGhee,Gaston Bolanos,Red,Bantamweight
01/13/2024,Taylor Lapilus,Farid Basharat,Blue,Bantamweight
01/13/2024,Jean Silva,Westin Wilson,Red,Featherweight
01/13/2024,Nikolas Motta,Tom Nolan,Red,Lightweight
01/13/2024,Joshua Van,Felipe Bunes,Red,Flyweight
12/16/2023,Colby Covington,Leon Edwards,Blue,UFC Welterweight Title
12/16/2023,Brandon Royval,Alexandre Pantoja,Blue,UFC Flyweight Title
12/16/2023,Stephen Thompson,Shavkat Rakhmonov,Blue,Welterweight
12/16/2023,Paddy Pimblett,Tony Ferguson,Red,Lightweight
12/16/2023,Josh Emmett,Bryce Mitchell,Red,Featherweight
12/16/2023,Dustin Jacoby,Alonzo Menifield,Blue,Light Heavyweight
12/16/2023,Irene Aldana,Karol Rosa,Red,Women's Bantamweight
12/16/2023,Cody Garbrandt,Brian Kelleher,Red,Bantamweight
12/16/2023,Ariane Lipski,Casey O'Neill,Red,Women's Flyweight
12/16/2023,Tagir Ulanbekov,Cody Durden,Red,Flyweight
12/16/2023,Lucas Almeida,Andre Fili,Blue,Featherweight
12/16/2023,Martin Buday,Shamil Gaziev,Blue,Heavyweight
12/09/2023,Song Yadong,Chris Gutierrez,Red,Bantamweight
12/09/2023,Khalil Rountree Jr.,Anthony Smith,Red,Light Heavyweight
12/09/2023,Nasrat Haqparast,Jamie Mullarkey,Red,Lightweight
12/09/2023,Sumudaerji,Tim Elliott,Blue,Bantamweight
12/09/2023,JunYong Park,Andre Muniz,Blue,Middleweight
12/09/2023,Song Kenan,Kevin Jousset,Blue,Welterweight
12/09/2023,HyunSung Park,Shannon Ross,Red,Flyweight
12/09/2023,Steve Garcia,Melquizael Costa,Red,Lightweight
12/09/2023,Luana Santos,Stephanie Egger,Red,Women's Bantamweight
12/09/2023,Carlos Hernandez,Tatsuro Taira,Blue,Flyweight
12/09/2023,Talita Alencar,Rayanne Amanda,Red,Women's Strawweight
12/02/2023,Arman Tsarukyan,Beneil Dariush,Red,Lightweight
12/02/2023,Jalin Turner,Bobby Green,Red,Lightweight
12/02/2023,Rob Font,Deiveson Figueiredo,Blue,Bantamweight
12/02/2023,Kelvin Gastelum,Sean Brady,Blue,Welterweight
12/02/2023,Joaquim Silva,Clay Guida,Red,Lightweight
12/02/2023,Dustin Stoltzfus,Punahele Soriano,Red,Middleweight
12/02/2023,Miesha Tate,Julia Avila,Red,Women's Bantamweight
12/02/2023,Cody Brundage,Zach Reese,Red,Middleweight
12/02/2023,Drakkar Klose,Joe Solecki,Red,Lightweight
12/02/2023,Rodolfo Bellato,Ihor Potieria,Red,Light Heavyweight
12/02/2023,Wellington Turman,Jared Gooden,Blue,Welterweight
12/02/2023,Jamey-Lyn Horth,Veronica Hardy,Blue,Women's Flyweight
11/18/2023,Paul Craig,Brendan Allen,Blue,Middleweight
11/18/2023,Jake Matthews,Michael Morales,Blue,Welterweight
11/18/2023,Chase Hooper,Jordan Leavitt,Red,Lightweight
11/18/2023,Payton Talbott,Nick Aguirre,Red,Bantamweight
11/18/2023,Amanda Ribas,Luana Pinheiro,Red,Women's Strawweight
11/18/2023,Uros Medic,Myktybek Orolbai,Blue,Welterweight
11/18/2023,Jonathan Pearce,Joanderson Brito,Blue,Featherweight
11/18/2023,Chad Anheliger,Jose Johnson,Blue,Bantamweight
11/18/2023,Christian Leroy Duncan,Denis Tiuliulin,Red,Middleweight
11/18/2023,Caio Machado,Mick Parkin,Blue,Heavyweight
11/18/2023,Jeka Saragih,Lucas Alexander,Red,Featherweight
11/18/2023,Lucie Pudilova,Ailin Perez,Blue,Women's Bantamweight
11/18/2023,Rafael Estevam,Charles Johnson,Red,Flyweight
11/11/2023,Alex Pereira,Jiri Prochazka,Red,UFC Light Heavyweight Title
11/11/2023,Sergei Pavlovich,Tom Aspinall,Blue,UFC Interim Heavyweight Title
11/11/2023,Jessica Andrade,Mackenzie Dern,Red,Women's Strawweight
11/11/2023,Benoit Saint Denis,Matt Frevola,Red,Lightweight
11/11/2023,Diego Lopes,Pat Sabatini,Red,Featherweight
11/11/2023,Alessandro Costa,Steve Erceg,Blue,Flyweight
11/11/2023,Loopy Godinez,Tabatha Ricci,Red,Women's Strawweight
11/11/2023,Roosevelt Roberts,Mateusz Rebecki,Blue,Lightweight
11/11/2023,Mark Madsen,Jared Gordon,Blue,Lightweight
11/11/2023,Kyung Ho Kang,John Castaneda,Blue,Catch Weight
11/11/2023,Kevin Borjas,Joshua Van,Blue,Flyweight
11/11/2023,Dennis Buzukja,Jamall Emmers,Blue,Featherweight
11/04/2023,Derrick Lewis,Jailton Almeida,Blue,Heavyweight
11/04/2023,Gabriel Bonfim,Nicolas Dalby,Blue,Welterweight
11/04/2023,Rodrigo Nascimento,Don'Tale Mayes,Red,Heavyweight
11/04/2023,Abus Magomedov,Caio Borralho,Blue,Middleweight
11/04/2023,Kaynan Kruschewsky,Elves Brener,Blue,Catch Weight
11/04/2023,Vitor Petrino,Modestas Bukauskas,Red,Light Heavyweight
11/04/2023,Denise Gomes,Angela Hill,Blue,Women's Strawweight
11/04/2023,Montserrat Conejo Ruiz,Eduarda Moura,Blue,Women's Strawweight
11/04/2023,Kaue Fernandes,Marc Diakiese,Blue,Lightweight
10/21/2023,Islam Makhachev,Alexander Volkanovski,Red,UFC Lightweight Title
10/21/2023,Kamaru Usman,Khamzat Chimaev,Blue,Middleweight
10/21/2023,Warlley Alves,Ikram Aliskerov,Blue,Middleweight
10/21/2023,Said Nurmagomedov,Muin Gafurov,Red,Bantamweight
10/21/2023,Tim Elliott,Muhammad Mokaev,Blue,Flyweight
10/21/2023,Trevor Peek,Mohammad Yahya,Red,Lightweight
10/21/2023,Abu Azaitar,Sedriques Dumas,Blue,Middleweight
10/21/2023,Anshul Jubli,Mike Breeden,Blue,Lightweight
10/21/2023,Muhammad Naimov,Nathaniel Wood,Red,Featherweight
10/21/2023,Jinh Yu Frey,Viktoriia Dudakova,Blue,Women's Strawweight
10/21/2023,Bruno Silva,Shara Magomedov,Blue,Middleweight
10/14/2023,Edson Barboza,Sodiq Yusuff,Red,Featherweight
10/14/2023,Viviane Araujo,Jennifer Maia,Red,Women's Flyweight
10/14/2023,Jonathan Martinez,Adrian Yanez,Red,Bantamweight
10/14/2023,Michel Pereira,Andre Petroski,Red,Middleweight
10/14/2023,Cameron Saaiman,Christian Rodriguez,Blue,Bantamweight
10/14/2023,TJ Brown,Darren Elkins,Blue,Featherweight
10/14/2023,Ravena Oliveira,Tainara Lisboa,Blue,Women's Bantamweight
10/14/2023,Terrance McKinney,Brendon Marotte,Red,Lightweight
10/14/2023,Irina Alekseeva,Melissa Dixon,Blue,Women's Bantamweight
10/14/2023,Alatengheili,Chris Gutierrez,Blue,Bantamweight
10/14/2023,Emily Ducote,Ashley Yoder,Red,Women's Strawweight
10/07/2023,Bobby Green,Grant Dawson,Red,Lightweight
10/07/2023,Joe Pyfer,Abdul Razak Alhassan,Red,Middleweight
10/07/2023,Alex Morono,Joaquin Buckley,Blue,Welterweight
10/07/2023,Drew Dober,Ricky Glenn,Red,Lightweight
10/07/2023,Alexander Hernandez,Bill Algeo,Blue,Featherweight
10/07/2023,Karolina Kowalkiewicz,Diana Belbita,Red,Women's Strawweight
10/07/2023,Nate Maness,Mateus Mendonca,Red,Flyweight
10/07/2023,Vanessa Demopoulos,Kanako Murata,Red,Women's Strawweight
10/07/2023,Johnny Munoz,Aoriqileng,Blue,Bantamweight
10/07/2023,Montana De La Rosa,JJ Aldrich,Blue,Women's Flyweight
09/23/2023,Mateusz Gamrot,Rafael Fiziev,Red,Lightweight
09/23/2023,Bryce Mitchell,Dan Ige,Red,Featherweight
09/23/2023,Michelle Waterson-Gomez,Marina Rodriguez,Blue,Women's Strawweight
09/23/2023,Bryan Battle,AJ Fletcher,Red,Welterweight
09/23/2023,Ricardo Ramos,Charles Jourdain,Blue,Featherweight
09/23/2023,Tim Means,Andre Fialho,Red,Welterweight
09/23/2023,Cody Brundage,Jacob Malkoun,Red,Middleweight
09/23/2023,Mohammed Usman,Jake Collier,Red,Heavyweight
09/23/2023,Mizuki,Hannah Goldy,Red,Women's Strawweight
09/23/2023,Montserrat Rendon,Tamires Vidal,Red,Women's Bantamweight
09/16/2023,Jack Della Maddalena,Kevin Holland,Red,Welterweight
09/16/2023,Raul Rosas Jr.,Terrence Mitchell,Red,Bantamweight
09/16/2023,Daniel Zellhuber,Christos Giagos,Red,Lightweight
09/16/2023,Fernando Padilla,Kyle Nelson,Blue,Featherweight
09/16/2023,Loopy Godinez,Elise Reed,Red,Women's Strawweight
09/16/2023,Roman Kopylov,Josh Fremd,Red,Middleweight
09/16/2023,Tracy Cortez,Jasmine Jasudavicius,Red,Women's Flyweight
09/16/2023,Charlie Campbell,Alex Reyes,Red,Lightweight
09/16/2023,Josefine Knutsson,Marnic Mann,Red,Women's Strawweight
09/09/2023,Israel Adesanya,Sean Strickland,Blue,UFC Middleweight Title
09/09/2023,Tai Tuivasa,Alexander Volkov,Blue,Heavyweight
09/09/2023,Felipe dos Santos,Manel Kape,Blue,Flyweight
09/09/2023,Austen Lane,Justin Tafa,Blue,Heavyweight
09/09/2023,Anton Turkalj,Tyson Pedro,Blue,Light Heavyweight
09/09/2023,Carlos Ulberg,Da Woon Jung,Red,Light Heavyweight
09/09/2023,Chepe Mariscal,Jack Jenkins,Red,Featherweight
09/09/2023,John Makdessi,Jamie Mullarkey,Blue,Lightweight
09/09/2023,Nasrat Haqparast,Landon Quinones,Red,Lightweight
09/09/2023,Charles Radtke,Blood Diamond,Red,Welterweight
09/09/2023,Shane Young,Gabriel Miranda,Blue,Featherweight
09/09/2023,Kiefer Crosbie,Kevin Jousset,Blue,Welterweight
09/02/2023,Serghei Spivac,Ciryl Gane,Blue,Heavyweight
09/02/2023,Manon Fiorot,Rose Namajunas,Red,Women's Flyweight
09/02/2023,Thiago Moises,Benoit Saint Denis,Blue,Lightweight
09/02/2023,Volkan Oezdemir,Bogdan Guskov,Red,Light Heavyweight
09/02/2023,Yanis Ghemmouri,William Gomis,Blue,Featherweight
09/02/2023,Manolo Zecchini,Morgan Charriere,Blue,Featherweight
09/02/2023,Caolan Loughran,Taylor Lapilus,Blue,Bantamweight
09/02/2023,Rhys McKee,Ange Loosa,Blue,Welterweight
09/02/2023,Joselyne Edwards,Nora Cornolle,Blue,Women's Bantamweight
09/02/2023,Kleydson Rodrigues,Farid Basharat,Blue,Bantamweight
09/02/2023,Zarah Fairn,Jacqueline Cavalcanti,Blue,Catch Weight
08/26/2023,Chan Sung Jung,Max Holloway,Blue,Featherweight
08/26/2023,Anthony Smith,Ryan Spann,Red,Light Heavyweight
08/26/2023,Alex Caceres,Giga Chikadze,Blue,Featherweight
08/26/2023,Rinya Nakamura,Fernie Garcia,Red,Bantamweight
08/26/2023,Erin Blanchfield,Taila Santos,Red,Women's Flyweight
08/26/2023,Parker Porter,Junior Tafa,Blue,Heavyweight
08/26/2023,Waldo Cortes-Acosta,Lukasz Brzeski,Red,Heavyweight
08/26/2023,Toshiomi Kazama,Garrett Armfield,Blue,Bantamweight
08/26/2023,Chidi Njokuani,Michal Oleksiejczuk,Blue,Middleweight
08/26/2023,Rolando Bedoya,Song Kenan,Blue,Welterweight
08/26/2023,Billy Goff,Yusaku Kinoshita,Red,Welterweight
08/26/2023,Liang Na,JJ Aldrich,Blue,Women's Flyweight
08/26/2023,SeungWoo Choi,Jarno Errens,Red,Featherweight
08/19/2023,Aljamain Sterling,Sean O'Malley,Blue,UFC Bantamweight Title
08/19/2023,Zhang Weili,Amanda Lemos,Red,UFC Women's Strawweight Title
08/19/2023,Ian Machado Garry,Neil Magny,Red,Welterweight
08/19/2023,Mario Bautista,Da'Mon Blackshear,Red,Bantamweight
08/19/2023,Marlon Vera,Pedro Munhoz,Red,Bantamweight
08/19/2023,Chris Weidman,Brad Tavares,Blue,Middleweight
08/19/2023,Gregory Rodrigues,Denis Tiuliulin,Red,Middleweight
08/19/2023,Kurt Holobaugh,Austin Hubbard,Red,Lightweight
08/19/2023,Cody Gibson,Brad Katona,Blue,Bantamweight
08/19/2023,Gerald Meerschaert,Andre Petroski,Blue,Middleweight
08/19/2023,Natalia Silva,Andrea Lee,Red,Women's Flyweight
08/19/2023,Karine Silva,Maryna Moroz,Red,Women's Flyweight
08/12/2023,Rafael Dos Anjos,Vicente Luque,Blue,Welterweight
08/12/2023,Cub Swanson,Hakeem Dawodu,Red,Featherweight
08/12/2023,Khalil Rountree Jr.,Chris Daukaus,Red,Light Heavyweight
08/12/2023,Iasmin Lucindo,Polyana Viana,Red,Women's Strawweight
08/12/2023,AJ Dobson,Tafon Nchukwi,Red,Middleweight
08/12/2023,Jamie Pickett,Josh Fremd,Blue,Middleweight
08/12/2023,JP Buys,Marcus McGhee,Blue,Bantamweight
08/12/2023,Mike Breeden,Terrance McKinney,Blue,Lightweight
08/12/2023,Isaac Dulgarian,Francis Marshall,Red,Featherweight
08/12/2023,Martin Buday,Josh Parisian,Red,Heavyweight
08/12/2023,Montserrat Conejo Ruiz,Jaqueline Amorim,Blue,Women's Strawweight
08/12/2023,Jose Johnson,Da'Mon Blackshear,Blue,Bantamweight
08/12/2023,Juliana Miller,Luana Santos,Blue,Women's Flyweight
08/05/2023,Rob Font,Cory Sandhagen,Blue,Catch Weight
08/05/2023,Jessica Andrade,Tatiana Suarez,Blue,Women's Strawweight
08/05/2023,Dustin Jacoby,Kennedy Nzechukwu,Red,Light Heavyweight
08/05/2023,Gavin Tucker,Diego Lopes,Blue,Featherweight
08/05/2023,Aleksa Camur,Tanner Boser,Blue,Light Heavyweight
08/05/2023,Ludovit Klein,Ignacio Bahamondes,Red,Lightweight
08/05/2023,Raoni Barcelos,Kyler Phillips,Blue,Bantamweight
08/05/2023,Carlston Harris,Jeremiah Wells,Red,Welterweight
08/05/2023,Damon Jackson,Billy Quarantillo,Blue,Featherweight
08/05/2023,Cody Durden,Jake Hadley,Red,Flyweight
08/05/2023,Sean Woodson,Dennis Buzukja,Red,Featherweight
08/05/2023,Ode Osbourne,Asu Almabayev,Blue,Flyweight
07/29/2023,Dustin Poirier,Justin Gaethje,Blue,Lightweight
07/29/2023,Alex Pereira,Jan Blachowicz,Red,Light Heavyweight
07/29/2023,Derrick Lewis,Marcos Rogerio de Lima,Red,Heavyweight
07/29/2023,Tony Ferguson,Bobby Green,Blue,Lightweight
07/29/2023,Kevin Holland,Michael Chiesa,Red,Welterweight
07/29/2023,Trevin Giles,Gabriel Bonfim,Blue,Welterweight
07/29/2023,Vinicius Salvador,CJ Vergara,Blue,Flyweight
07/29/2023,Roman Kopylov,Claudio Ribeiro,Red,Middleweight
07/29/2023,Jake Matthews,Darrius Flowers,Red,Welterweight
07/29/2023,Matthew Semelsberger,Uros Medic,Blue,Welterweight
07/29/2023,Priscila Cachoeira,Miranda Maverick,Blue,Women's Flyweight
07/22/2023,Marcin Tybura,Tom Aspinall,Blue,Heavyweight
07/22/2023,Molly McCann,Julija Stoliarenko,Blue,Women's Flyweight
07/22/2023,Andre Fili,Nathaniel Wood,Blue,Featherweight
07/22/2023,Andre Muniz,Paul Craig,Blue,Middleweight
07/22/2023,Jai Herbert,Fares Ziam,Blue,Lightweight
07/22/2023,Lerone Murphy,Josh Culibao,Red,Featherweight
07/22/2023,Davey Grant,Daniel Marcos,Blue,Bantamweight
07/22/2023,Danny Roberts,Jonny Parsons,Blue,Welterweight
07/22/2023,Marc Diakiese,Joel Alvarez,Blue,Lightweight
07/22/2023,Mick Parkin,Jamal Pogues,Red,Heavyweight
07/22/2023,Bryan Barberena,Makhmud Muradov,Blue,Middleweight
07/22/2023,Ketlen Vieira,Pannie Kianzad,Red,Women's Bantamweight
07/22/2023,Yanal Ashmouz,Chris Duncan,Blue,Lightweight
07/22/2023,Shauna Bannon,Bruna Brasil,Blue,Women's Strawweight
07/22/2023,Daniel Barez,Jafel Filho,Blue,Flyweight
07/15/2023,Bassil Hafez,Jack Della Maddalena,Blue,Welterweight
07/15/2023,Francisco Prado,Ottman Azaitar,Red,Lightweight
07/15/2023,JunYong Park,Albert Duraev,Red,Middleweight
07/15/2023,Chelsea Chandler,Norma Dumont,Blue,Women's Featherweight
07/15/2023,Nazim Sadykhov,Terrance McKinney,Red,Lightweight
07/15/2023,Tucker Lutz,Melsik Baghdasaryan,Blue,Featherweight
07/15/2023,Istela Nunes,Viktoriia Dudakova,Blue,Women's Strawweight
07/15/2023,Austin Lingo,Melquizael Costa,Blue,Featherweight
07/15/2023,Evan Elder,Genaro Valdez,Red,Lightweight
07/15/2023,Tyson Nam,Azat Maksum,Blue,Flyweight
07/15/2023,Carl Deaton,Alexander Munoz,Blue,Lightweight
07/15/2023,Ashlee Evans-Smith,Ailin Perez,Blue,Women's Bantamweight
07/08/2023,Yair Rodriguez,Alexander Volkanovski,Blue,UFC Featherweight Title
07/08/2023,Brandon Moreno,Alexandre Pantoja,Blue,UFC Flyweight Title
07/08/2023,Robert Whittaker,Dricus Du Plessis,Blue,Middleweight
07/08/2023,Dan Hooker,Jalin Turner,Red,Lightweight
07/08/2023,Val Woodburn,Bo Nickal,Blue,Middleweight
07/08/2023,Niko Price,Robbie Lawler,Blue,Welterweight
07/08/2023,Tatsuro Taira,Edgar Chairez,Red,Catch Weight
07/08/2023,Yazmin Jauregui,Denise Gomes,Blue,Women's Strawweight
07/08/2023,Alonzo Menifield,Jimmy Crute,Red,Light Heavyweight
07/08/2023,Vitor Petrino,Marcin Prachnio,Red,Light Heavyweight
07/08/2023,Cameron Saaiman,Terrence Mitchell,Red,Bantamweight
07/08/2023,Shannon Ross,Jesus Aguilar,Blue,Flyweight
07/08/2023,Kamuela Kirk,Esteban Ribovics,Blue,Lightweight
07/01/2023,Sean Strickland,Abus Magomedov,Red,Middleweight
07/01/2023,Damir Ismagulov,Grant Dawson,Blue,Lightweight
07/01/2023,Max Griffin,Michael Morales,Blue,Welterweight
07/01/2023,Melissa Gatto,Ariane Lipski,Blue,Women's Flyweight
07/01/2023,Ismael Bonfim,Benoit Saint Denis,Blue,Lightweight
07/01/2023,Brunno Ferreira,Nursulton Ruziboev,Blue,Middleweight
07/01/2023,Kevin Lee,Rinat Fakhretdinov,Blue,Welterweight
07/01/2023,Joanderson Brito,Westin Wilson,Red,Featherweight
07/01/2023,Karol Rosa,Yana Santos,Red,Women's Featherweight
07/01/2023,Elves Brener,Guram Kutateladze,Red,Lightweight
07/01/2023,Ivana Petrovic,Luana Carolina,Blue,Women's Flyweight
07/01/2023,Blagoy Ivanov,Alexandr Romanov,Blue,Heavyweight
06/24/2023,Ilia Topuria,Josh Emmett,Red,Featherweight
06/24/2023,Amanda Ribas,Maycee Barber,Blue,Women's Flyweight
06/24/2023,Gabriel Santos,David Onama,Blue,Featherweight
06/24/2023,Bruno Silva,Brendan Allen,Blue,Middleweight
06/24/2023,Phil Rowe,Neil Magny,Blue,Welterweight
06/24/2023,Randy Brown,Wellington Turman,Red,Welterweight
06/24/2023,Mateusz Rebecki,Loik Radzhabov,Red,Lightweight
06/24/2023,Gillian Robertson,Tabatha Ricci,Blue,Women's Strawweight
06/24/2023,Zhalgas Zhumagulov,Joshua Van,Blue,Flyweight
06/24/2023,Chepe Mariscal,Trevor Peek,Red,Lightweight
